"classifiedTitle","searchResultsAttributeValue","searchResultsAttributeValue 2","classified-price-container","searchResultsLocationValue"
"KAYADİBİ HARİKA KONUM YOLA 50 METRE ARAKAT ASANSÖRLÜ FIRSAT 3+1","120","3+1","3.400.000 TL","Merkez"
"ERA VIP'DEN SELÇUKLU MAHALLESİNDE 4+1 LÜX DAİRE","160","4+1","7.625.000 TL","Merkez"
"İNCİRLİDE MALİYET PARASINA 170 M2 GÜNEY CEPHE DUBLEKS DAİRE","175","4+1","3.550.000 TL","Dinar"
"MERDİVENCİDEN YUNUS EMRE MAHALLESİNDE 2+1 SATILIK DAİRE","90","2+1","1.650.000 TL","Merkez"
"SALİM GROUP EMLAKTAN ŞEHRİN GÜRÜLTÜSÜNDEN UZAK FIRSAT DAİRE","95","2+1","2.950.000 TL","MerkezKöyler"
"CUMHURİYET MAHALLESİNDE 3+1 SATILIK DAİRE","110","3+1","2.300.000 TL","Merkez"
"EŞREF EMLAK TAN SATILIK SÜPER İKİ ARTI BİR DAİRE","85","2+1","2.750.000 TL","Sandıklı"
"GÜL EML CUMHURİYET MAH. ARAKAT 2+1 DAİRE","100","2+1","1.290.000 TL","Merkez"
"GÜL EML SİTE İÇİNDE 4+1 DELÜX SIFIR DAİRE","180","4+1","6.000.000 TL","MerkezÇarşı"
"YEŞİLYOL ÜZERİ GÜNEY VE BULVAR CEPHELİ 142 M2 SATILIK DAİRE","142","3+1","5.450.000 TL","Merkez"
"DÜŞTÜÜ SON 1 HAFTA AFYON İMZA EMLAKTAN DUMLUPINAR MH","200","4+1","2.950.000 TL","MerkezDumlupınar"
"CADDE NOVA PROJESİ, RMA YAPI FARKIYLA DİNAR'ın EN GÖZDE YERİNDE","150","3+1","4.000.000 TL","Dinar"
"ULTRA LÜKS 1+1 EŞYALI DAİRE","55","1+1","2.700.000 TL","Merkez"
"İNCİ DEN HARB İŞ GAZİ MAH. 2+1 SİTE İÇERİSİNDE SATILIK DAİRE","95","2+1","2.250.000 TL","MerkezHarbiş"
"AFYON MAREŞAL F.ÇAKMAK.MA­H.TEMELDEN %50 PEŞİN %50 VADELİ SATIŞ","65","2+0","2.400.000 TL","MerkezHarbiş"
"TUGAN EMLAK'TAN YEŞİLYOL'DA SATILIK DAİRE","90","2+1","1.425.000 TL","Merkez"
"LAVİN'DEN KOCATEPE MAHALLESİNDE SATILIK 3+1 DAİRE","115","3+1","2.500.000 TL","Merkez"
"MİR EMLAKTAN DUMLUPINAR MH.3+1 AFJETLİ SATILIK DAİRE","115","3+1","2.600.000 TL","Merkez"
"D.PAŞA DA, DEMİRYALAN YANINDA BAKIMLI SATILIK 3+1 DAİRE!","120","3+1","2.890.000 TL","Merkez"
"FORBES GAYRİMENKULDEN ULTRA LÜKS SATILIK DAİRE","190","4+1","6.550.000 TL","Merkez"
"DOĞA EMLAKTAN ERENLERDE SATILIK DAİRE","65","2+0","1.550.000 TL","MerkezKöyler"
"Sahibinden Satılık Türk-İş Konutlarında 3+1 Daire","130","3+1","4.200.000 TL","Merkez"
"VEZİRDEN SATILIK 3+1 BAKIMLI DAİRE","120","3+1","3.600.000 TL","Merkez"
"PRESTİJLİ KONUMDA, GENİŞ VE FERAH TASARIMIYLA ÖNE ÇIKAN LÜKS 4+1","160","4+1","8.400.000 TL","Merkez"
"Açık Otopark 2+1 Acil! Geniş Yok Lüx Satılık","90","2+1","2.190.000 TL","Merkez"
"KAMPÜS EMLAK'TAN MERKEZİ KONUMDA SIFIR DAİRE","45","1+1","1.450.000 TL","MerkezKöyler"
"BELEDİYE BİNASI YANINDA SATILIK 2+1 DAİRE","95","2+1","2.300.000 TL","Bolvadin"
"3S'TEN MECİDİYE'DE 1.KATTA SATILIK MASRAFSIZ 3+1 ARAKAT","125","3+1","1.899.000 TL","Merkez"
"AFYON YENİCE MAH.FUAR HAST.YAKININDA 3+1 SATILIK DAİRE","130","3+1","3.600.000 TL","Merkez"
"CENTURY 21 PLUS'DAN SEÇME SİTESİNDE LÜX DAİRE","185","4+1","6.350.000 TL","Merkez"
"PARK AFYONA YAKIN CUMHURİYETTE ARA KAT SATILIK GENİŞ 3+1 DAİRE","140","3+1","2.990.000 TL","Merkez"
"272 EMLAKTAN ÖRNEKEVLERDE UYGUN FİYATLI 4+1 SATILIK DAİRE","145","4+1","2.150.000 TL","Merkez"
"VEZİRDEN LÜKS GENİŞ 2+1 (Erkmen kadayıfcıoğlu arkası)","95","2+1","4.200.000 TL","Merkez"
"MAREŞAL FEVZİ ÇAKMAK MAHALLESİNDE 3+1 SATILIK DAİRE","135","3+1","3.600.000 TL","MerkezHarbiş"
"ERENLERDE SATILIK KREDİYE UYGUN 2+0 DAİRE","55","2+0","1.350.000 TL","MerkezKöyler"
"SAKA EMLAK FATİH MH. 3+1 D.GAZLI BAKIMLI 12 YILLIK SATILIK DAİRE","110","3+1","2.190.000 TL","Merkez"
"SAĞLAM EMLAK SELÇUKLUDA SATILIK ZEMİN İYİLEŞTİRMELİ LÜX DAİRELER","100","2+1","4.500.000 TL","Merkez"
"!!! CUMHURİYET'TE SATILIK GENİŞ 3+1 DAİRE !!!","130","3+1","2.500.000 TL","Merkez"
"AFYON ÜÇOK EMLAKTAN FATİH MAH SATILIK 3+1 TERTEMİZ BAKIMLI DAİRE","120","3+1","2.250.000 TL","Merkez"
"İDEALDEN METEOROLOJİ YANI GENİŞ VE LÜKS SATILIK 3+1 DAİRE!!","135","3+1","3.850.000 TL","Merkez"
"SAHİBİNDEN SATILIK LALEZAR SİTESİNDE 3+1 DAİRE","120","3+1","4.180.000 TL","MerkezÇarşı"
"ATMOSFER EMLAK'TAN SIFIR BİNA TAM YATIRIMLIK DAİRE","50","2+0","1.590.000 TL","MerkezKöyler"
"Kanlıca Mahallesi'nde Adliye'ye ve Cezaevine yakın 3+1 daire","140","3+1","3.200.000 TL","Merkez"
"ADNAN MENDERES BULVARINDA 3+1 SATILIK DAİRE..!","115","3+1","3.990.000 TL","Merkez"
"A CLASS'TAN ERENLER MAH. SATILIK 2+0 EŞYALI GENİŞ ARAKAT DAİRE","55","2+0","1.275.000 TL","MerkezKöyler"
"JARDİN CAFE KARŞISI YÜKSEK KİRA GETİRİLİ 2+0 SATILIK DAİRE","55","2+0","1.490.000 TL","MerkezKöyler"
"ÇARŞI MERKEZİNDE SATILIK OFİS VEYA DAİRE KİRACILI YATIRIMLIK","115","3+1","1.675.000 TL","MerkezDumlupınar"
"2+0 eşyalı balkonlu ruhsatlı güney cephe","55","2+0","1.375.000 TL","MerkezKöyler"
"2+0 EŞYALI,KİRAC­ILI,MERKEZİ LOKASYONDA SATILIK DAİRE","55","2+0","1.500.000 TL","MerkezKöyler"
"YÜKSEL' DEN ÖRNEKEVLER DE SATILIK EŞYALI BODRUM KAT 2+0","50","2+0","1.450.000 TL","Merkez"
"ÇATI EMLAK'TAN SAHİPATA MAH. ANKARA YOLU ÜZERİ 3+1 LÜKS DAİRE","135","3+1","3.330.000 TL","Merkez"
"MEV EMLAKTAN 3+1","145","3+1","3.900.000 TL","Sandıklı"
"Yok Var Daire Mükemmel Ötesi Bu Fiyata Yok! Emsalsiz Konumda 3+1","135","3+1","2.975.000 TL","MerkezKöyler"
"UYDUKENT EMLAKTAN SATILIK DAİRE/ 2+1 NAZMİ SAATÇİ MAH.","95","2+1","1.950.000 TL","Merkez"
"UYDUKENT EMLAKTAN SATILIK DÜBLEX LÜKS DAİRE/CUMHURİYET MAH.","180","5+1","4.850.000 TL","Merkez"
"PREMIUM'DAN HİSARKENT KONUTLARINDA 4+1","170","4+1","4.950.000 TL","Merkez"
"AFYON BAYLAN EMLAKTAN ESENTEPE MAH.SATILIK 3+1 DAİRE","125","3+1","3.100.000 TL","MerkezHarbiş"
"AFYON BAYLAN EMLAKTAN ALİ ÇETİNKAYA MAH.SATILIK 2+1 LÜKS DAİRE","80","2+1","3.880.000 TL","Merkez"
"AFYON BAYLAN EMLAKTAN CUMHURİYET MAH.SATILIK 3+1 ARAKAT DAİRE","125","3+1","2.675.000 TL","Merkez"
"Otogar Toki Dairemiz Satılıktır","90","2+1","2.750.000 TL","MerkezÇarşı"
"BEY PALAS KONUTLARINDA ULTRA LÜKS SİTE İÇERİSİ SIFIR 4+1 DAİRE","165","4+1","9.300.000 TL","Merkez"
"ERENLER'DE KARAKOL KARŞISINDA SATILIK LÜX 2+0 SIFIR EŞYALI DAİRE","52","2+0","1.675.000 TL","MerkezKöyler"
"ENBOY EMLAKTAN 2+1 SATILIK DAİRE","95","2+1","2.475.000 TL","Sandıklı"
"Afyonkarahisar Eskişehir Yoluna Cephe 1+1 Fırsat Daire","48","1+1","1.265.000 TL","MerkezKöyler"
"Sahibinden ara kat 3+1 daire","120","3+1","2.600.000 TL","Merkez"
"İLBEY // Afyon - Gümüşkent Sitesinde 5+1 Tribleks Villa","350","5+1","2.600.000 TL","Merkez"
"Sandıklı Toki 2+1 Daire","100","2+1","2.800.000 TL","Sandıklı"
"SATILIK 2 ADET YANYANA DÜKKAN","80","Stüdyo (1+0)","1.800.000 TL","Dinar"
"Kanlıca Flora Park Evleri 4+1","190","4+1","5.250.000 TL","Merkez"
"PAZAR MAHALLESİNDE SATILIK 4+1 DUBLEKS DAİRE","220","4+1","3.250.000 TL","Dinar"
"Sahibinden Gün Sazak Bulvarında Site İçinde Ara Kat 3+1 Daire","130","3+1","4.050.000 TL","Merkez"
"SATILIK 3+1 SIFIR LÜKS YAPILI DAİRE","140","3+1","3.850.000 TL","Dinar"
"YAMAN'DAN bolvadin'de 18 AY VADELİ satılık daireler","101","2+1","3.000.000 TL","Bolvadin"
"KARACA EMLAK DUMLUPINAR MH 3+1 120m 1.KAT AFJETLİ MASRAFSZ DAİRE","130","3+1","3.150.000 TL","MerkezDumlupınar"
"FİYAT AVANTAJIYLA KARŞINIZDAYIZ !! 2+1 PARASINA 3+1 165 M2 DAİRE","165","3+1","2.750.000 TL","Dinar"
"FATİH MAHALLESİNDE EBEVEYN BANYOLU LÜKS SATILIK 3+1 DAİRE","130","3+1","3.250.000 TL","Merkez"
"AFYON MERKEZ ZAFER MAH. SATILIK 3+1 130m2 ZEMİN KAT DAİRE","140","3+1","2.800.000 TL","MerkezHarbiş"
"Afyon Gazlıgöl'de Termal Havuzlu Daire","80","1+1","1.999.000 TL","İhsaniye"
"SALİM GRP EMLAK ZAFER MAHALLESİNDE SATILIK 2+1 SIFIR DAİRE","95","2+1","2.975.000 TL","MerkezHarbiş"
"SALİM EMLAK - UYDUKENT 6+2 LÜKS DUBLEKS DAİRE","256","6+2","9.450.000 TL","Merkez"
"VEYSEL KARANİ MERKEZİ KONUM FIRSAT 3+1 DAİRELER","110","3+1","2.725.000 TL","Merkez"
"ÖZTÜRK EMLAK'TAN MERKEZDE DOĞALGAZLI 3+1 VE AYRI TERASLI 2+0","135","3+1","3.650.000 TL","Merkez"
"SAFİR'DEN KARŞIYAKADA 2+1 SIFIR AYARINDA DAİRE","85","2+1","3.200.000 TL","Merkez"
"AFYON MERKEZ ERENLER MAHALLESİNDE EŞYALI 2+1 SATILIK DAİRE","58","2+1","1.520.000 TL","MerkezKöyler"
"DURU GROUP'DAN FATİH MH. SATILIK 3+1 110 M2 KÖŞE DAİRE","115","3+1","2.675.000 TL","Merkez"
"Sahibinden dublexs daire","155","3+1","4.050.000 TL","Merkez"
"TURAN EMLAK'TAN ERENLER MH. KAT MÜLKİYETLİ 1+1 SATILIK DAİRE","48","1+1","1.295.000 TL","MerkezKöyler"
"Şirinevler'de sahibinden merkezi konumda 3+1 Daire","130","3+1","2.990.000 TL","Çay"
"SAHİBİNDEN SATILIK ATATÜRK CADDESİ ÜZERİ 5+1 240m2 DAİRE","240","5+1","5.450.000 TL","MerkezDumlupınar"
"ARDA UĞUŞ TAN KANLICA MH.SATILIK SIFIR LÜKS DAİRELER","115","3+1","3.800.000 TL","Merkez"
"SAHİBİNDEN ERENLER MAHALLESİNDE SATILIK 2+1 DUBLEKS FULL EŞYALI","85","2+1","1.425.000 TL","MerkezKöyler"
"ACİLLL SATILIK!!! ADLİYE ARKASI, KONUMU GÜZEL, İÇİ YAPILMIŞ 3+1","130","3+1","2.850.000 TL","Merkez"
"Süper Lüks 3+1 Daire","140","3+1","4.350.000 TL","Bolvadin"
"STADYUM BÖLGESİ SATILIK SIFIR LÜKS 4+1 DAİRE ALİ ÇETİNKAYA","164","4+1","7.650.000 TL","Merkez"
"YAMAN'DAN bolvadin aydınlar mah. satılık 3+1 sıfır daire","144","3+1","3.400.000 TL","Bolvadin"
"MARAŞEL FEVZİ ÇAKMAK MH'SİNDE 3+1 SATILIK DAİRELER","120","3+1","4.000.000 TL","MerkezHarbiş"
"ALİ ÇETİNKAYADA PARK MANZARALI FIRSAT 2+0 SATILIK DAİRE","75","2+0","4.350.000 TL","Merkez"
"M.F.Ç.'DE YATIRIM VE OTURUM İÇİN İDEAL-MÜSTAKİL BEHÇE-SIFIR 2+1","85","2+1","2.925.000 TL","MerkezHarbiş"
"Gnc Emlaktan Sıfır Eşyalı Geniş 2+1 Daire","110","2+1","3.550.000 TL","Sandıklı"
"SAFİR EMLAKTAN ZAFER MAHALLESİNDE SATILIK 3+1 DAİRE","125","3+1","2.975.000 TL","MerkezHarbiş"
"HİZ GROUP EMLAKTAN ALİ İHSAN PAŞA MAHALLESİNDE SATILIK DAİRE","145","3+1","3.500.000 TL","Merkez"
"GELİŞGEN EMLAKTAN UYDUKENTTE SATILIK 1+1 EŞYALI DAİRE","55","1+1","2.590.000 TL","Merkez"
"ALTINYILDIZ EMLAKTAN GÜVENEVLERDE BAKIMLI SATILIK 3+1","120","3+1","3.600.000 TL","Merkez"
"ERENLER MERKEZİ KONUMDA YÜKSEK KİRA GETİRİLİ 2+1 DAİRE","60","2+1","1.650.000 TL","MerkezKöyler"
"UZUNLAR EMLAK'TAN MERKEZDE EŞYALI 1+1 SATILIK ARAÇ TAKASLI DAİRE","55","1+1","2.450.000 TL","Merkez"
"MERKEZİ KONUM YERDEN ISITMALI EBEVEYN BANYOLU SIFIR 2+1 DAİRE","95","2+1","2.450.000 TL","Bolvadin"
"ŞEKERCİ EMLAK'DAN ÇARŞI MERKEZ KONUMLU SATILIK 3+1 DAİRE","140","3+1","4.300.000 TL","Merkez"
"YAMAN EMLAK OFİSİ'NDEN ARAKAT ÖN CEPHE SATILIK EŞYALI 1+1 DAİRE","55","1+1","2.850.000 TL","Merkez"
"GÜVENEVLER MAH. TÜRK İŞ KONUTLARİNDA SATILIK 3+1 DAİRE","120","3+1","4.350.000 TL","Merkez"
"KULAÇ EMLAKTAN SATILIK SIFIR DAİRE GÜNEY CEPHE 3+1 120m2","120","3+1","3.650.000 TL","MerkezKöyler"
"PARADİSE LİFE 2 KOOPERATİFİNDE 3+1 ÜYELİK DEVRİ","155","3+1","3.950.000 TL","Merkez"
"GLOBAL'DEN UYDUKENT MH 6+1 | 335 m² | 4.KAT SİTE İÇİNDE SATILIK","335","7+1","9.990.000 TL","Merkez"
"Selçuklu Mah. Yılbaşı Teslim Full Eşyalı Satılık 1+1 Daire","40","1+1","2.900.000 TL","Merkez"
"CUMHURİYET MAH.YEŞİLYOLA ADIM MESAFEDE 3+1 FIRSAT ARA KAT DAİRE","140","3+1","2.900.000 TL","Merkez"
"FIRSAT Erkmenin Yükselen Projesinde Satılık 3+1 Koop. Hissesi","130","3+1","3.400.000 TL","Merkez"
"KARTAL GAYRİMENKUL'DEN YATIRIMLIK 3 ADET DAİRE 1 ADET İŞYERİ","160","Stüdyo (1+0)","2.350.000 TL","MerkezHarbiş"
"Oteller,stadyum,Tıp fakültesi bölgesi geniş sıfır daire","100","2+1","3.275.000 TL","Merkez"
"İDEAL'DEN HARBİŞ'DE YARISI PEŞİN YARISI TAKSİT 3+1 SATILIK DAİRE","120","3+1","4.250.000 TL","MerkezHarbiş"
"HARBİŞ NAZMİ SAATÇİ MAH KUPON SATILIK 3+1 DAİRE","135","3+1","2.700.000 TL","Merkez"
"AFYON METROPOL EMLAKTAN SATILIK SADIK BEY TOKİDE 2+1","100","2+1","2.850.000 TL","MerkezKöyler"
"AFYON METROPOL EMLAKTAN SATILIK ERENLERDE 1+1 DAİRE","80","1+1","1.450.000 TL","MerkezKöyler"
"SALİM EMLAK - ATATÜRK CADDESİ ÜZERİNDE TEMİZ 3+1 SATILIK DAİRE","140","3+1","2.950.000 TL","MerkezDumlupınar"
"KANLICA MAH 3+1 SATILIK DAİRE","115","3+1","4.250.000 TL","Merkez"
"ZAFER MAHALLESİNDE UYGUN FİYATLİ 2+1 DAİRE","75","2+1","1.420.000 TL","MerkezHarbiş"
"SANDIKLI TOKİ 1. ETAP SATILIK 3+1 DAİRE","121","3+1","3.000.000 TL","Sandıklı"
"DOST'TAN Sahipata Mahallesi Sıfır Ayarında Satılık 3+1 Daire","110","3+1","2.750.000 TL","Merkez"
"ERENLERDE ÜNİVERSİTE KARŞISI 2+1 EŞYALI DAİRE YATIRIMLIK","55","2+1","1.825.000 TL","MerkezKöyler"
"ENBOY EMLAK'TAN SATILIK 2+1 DAİRE","125","2+1","4.650.000 TL","Sandıklı"
"Acil Satılık Temiz Daire","125","3+1","3.000.000 TL","MerkezKöyler"
"ME-KA GROUP'TAN KURTULUŞ CADDESİ KÖŞE KONUMLU SATILIK DAİRE","140","3+1","3.100.000 TL","Merkez"
"MARAŞAL FEVZİ ÇAKMAK NATAMAM DUBLEX 4+1 ACİL","195","4+1","2.090.000 TL","MerkezHarbiş"
"ERKMENDE ZAFER KONUTLARINDA 4+1 ULTRA LÜKS SATILIK SIFIR DAİRE","170","4+1","6.000.000 TL","Merkez"
"AFYON BAYLAN EMLAKTAN ERENLER'DE SATILIK D GAZLI LÜXS 2+0 DAİRE","50","2+0","1.500.000 TL","MerkezKöyler"
"ALİ İHSAN PAŞA MAH. SİTE İÇİ GENİŞ KÖŞE KONUM SATILIK DAİRE","135","3+1","2.550.000 TL","Merkez"
"YEŞİLYOL CADDE ÜZERİ MÜKEMMEL KONUM DAİRE","110","2+1","3.600.000 TL","Merkez"
"A CLASS'TAN ERENLER MAH. SATILIK 2+0 EŞYALI KİRACILI DAİRE","45","2+0","1.300.000 TL","MerkezKöyler"
"ALTINYILDIZ EMLAKTAN FATİH MAH SATILIK ULTRA LÜKS DAİRE","160","4+1","4.850.000 TL","Merkez"
"TOKİDE KABASI BİTMİŞ VİLLA","232","4+1","6.500.000 TL","Sandıklı"
"ÖZERLER CAMİİ KARŞISINDA SATILIK 3+1 DAİRE","110","3+1","1.900.000 TL","Merkez"
"MEZBAHA CADDESİNDE 2+1","125","2+1","2.750.000 TL","Sandıklı"
"MAREŞAL FEVZİ ÇAKMAK MAHALLESİNDE CADDEYE CEPHELİ SATILIK DAİRE","110","3+1","2.450.000 TL","MerkezHarbiş"
"Pektaş Evleri Projesi 2+1 94m2 Balkonlu Satılık Daire","94","2+1","2.500.000 TL","Bolvadin"
"GÜMÜŞ KENT KONUTLARI ETAP 4 Projesi 1+1 39m2 Satılık Daire","39","1+1","1.525.000 TL","Bolvadin"
"Sahibinden Satılık Daire SON FİYAT","125","3+1","3.650.000 TL","Merkez"
"GELİŞGEN EMLAK SAHİPATADA CADDE ÜZERİNDE ACİLL SATILIK 3+1 DAİRE","130","3+1","2.725.000 TL","Merkez"
"DUMLUPİNAR MAHALLESİNDE SATILIK BODRUM KAT DAİRE","70","2+1","900.000 TL","MerkezDumlupınar"
"ŞEHİR MERKEZİNDE SATILIK AÇIK MUTFAK 2+1 DAİRELER","85","2+1","4.350.000 TL","Merkez"
"Ataköyde Papatya Simit Karşısı 3+1 Satılık Eşyalı Lüks Daire","140","3+1","6.700.000 TL","MerkezKöyler"
"MG EMLAKTAN SAHİPATA'DA KAÇIRILMAYACAK 3+1 FIRSAT DAİRE","135","3+1","1.680.000 TL","Merkez"
"AFYON ÖZSU EMLAK'TAN SİTE İÇERİSİNDE SATILIK 4+1 ASANSÖRLÜ DAİRE","180","4+1","4.940.000 TL","Merkez"
"MG EMLAKTAN HAZIR KİRACILI 3+1 SATILIK DAİRE","135","3+1","2.675.000 TL","MerkezÇarşı"
"UYDUKENT 4+1 LÜKS DAİRELER! 1.99 KREDİ ORANI","170","4+1","5.390.000 TL","MerkezÇarşı"
"ESKİ STAD BÖLGESİNDE 4+1 LÜKS DAİRELER","175","4+1","6.690.000 TL","Merkez"
"VEZİRDEN DUMLUPINARDA 3+1 KUPON DAİRE","115","3+1","3.990.000 TL","MerkezDumlupınar"
"GELİŞGEN EMLAKTAN KALICA SIFIR AYARINDA SATILIK 3+1 DAİRE","120","3+1","3.690.000 TL","Merkez"
"ALFA'dan SATILIK MERKEZİ KONUM ÇİFT BALKON 2+1","60","2+1","1.950.000 TL","MerkezKöyler"
"ASİL EMLAKTAN SİTESİNDE SATILIK UYGUN FİYATIYLA 3+1 DAİRE","130","3+1","3.200.000 TL","Dinar"
"*AS Group Emlak* ESKİ STADADYUM 2+1 72 m² SATILIK LÜKS REZİDANS","72","2+1","4.900.000 TL","Merkez"
"YUNUS EMRE MAHALLESİN DE SATILIK DUBLEKS DAİRE","85","2+1","2.750.000 TL","Merkez"
"ALİ ÇETİNKAYADA PARKIN HEMEN ÖNÜNDE FIRSAT 2+0 SATILIK DAİRE","75","2+0","4.500.000 TL","Merkez"
"YAMAN'DAN bolvadin Double Garden Prestijli Proje 4+1 daireler","188","4+1","4.975.000 TL","Bolvadin"
"DUMLUPINAR MAH. SIFIR MASRAFSIZ AFJETLİ GÜNEY CEPHE LÜKS DAİRE","130","3+1","4.000.000 TL","MerkezDumlupınar"
"ŞEKİL'den UYDUKENT SELÇUKLU MAH. 3+1 SATILIK DAİRE","120","3+1","3.300.000 TL","Merkez"
"FIRSAT 3.500.000₺ peşinat ve vade imkanıyla 155m2 lüks daire","165","3+1","6.000.000 TL","Merkez"
"272 GAYRİMENKULDEN UYDUKENTTE SATILIK SIFIR 1+1 EŞYALI DAİRE","53","1+1","2.690.000 TL","Merkez"
"*YÜKSEK KİRA GETİRİLİ,TEK TAPULU,SATILIK İKİ DAİRE*","55","1+1","1.390.000 TL","MerkezKöyler"
"Fırsat!!! Satılık 4+1 Lüks Daire Fatih Her Katta Tek Daire Kiler","145","4+1","4.100.000 TL","Merkez"
"TEMURLAR GRUP'dan FATİH MAH. SIFIR 2+1 DAİRELER..!","78","2+1","2.950.000 TL","Merkez"
"YAPAR EMLAK'TAN TAŞPİNAR MAH 3 KATLİ MÜSTAKİL EV BAKİMLİ","105","3+1","1.300.000 TL","Merkez"
"NOKTA EMLAK'TAN ZAFER MH. 3+1 SATILIK DAİRE","125","3+1","2.750.000 TL","MerkezHarbiş"
"İDEAL'DEN ESENTEPE MAHALLESİNDE KAÇIRILMAYACAK 2+1 DAİRE!","120","2+1","2.125.000 TL","MerkezHarbiş"
"KAT SEÇENEKLİ 3.450.000TL BAŞLAYAN FİYATLARLA SIFIR 3+1 DAİRELER","115","3+1","3.450.000 TL","Merkez"
"TEMURLAR GRUP'dan MAREŞAL FEVZİ Ç. MAH.SIFIR DAİRELER..!","110","3+1","3.200.000 TL","MerkezHarbiş"
"ME-KA GROUP'TAN FATİHTE PAZAR YERİNE YAKIN EŞYALI DAİRE","35","1+1","1.550.000 TL","Merkez"
"DÖRTYOL MAH. SİTE İÇERİSİNDE KÖŞE KONUMLU 2+1 SATILIK DAİRE","85","2+1","2.800.000 TL","MerkezÇarşı"
"SÜPER FIRSAT! SİTE İÇERİSİNDE SATILIK ARA KAT 4+1 LÜKS DAİRE","165","4+1","3.200.000 TL","Çay"
"ŞEHRİN EN İŞLEK CAD.YATIRIMLIK BİR DAİRE FİYATINA İKİ DAİRE","150","3+1","5.250.000 TL","Merkez"
"VİZYON EMLAK'TAN KANLICA'NIN GÖZDESİ TOKİLERDE 3+1 SATILIK DAİRE","155","3+1","4.050.000 TL","Merkez"
"ME-KA GROUP'TAN ERKMENDE SATILIK LÜX BORÇSUZ 4+1 SIFIR DAİRE","165","4+1","5.250.000 TL","Merkez"
"GLOBAL'DEN UYDUKENT MÜKEMMEL KONUM 2+1 FUL EŞYALI SIFIR DAİRELER","65","2+1","3.500.000 TL","Merkez"
"FATİH MAHALLESİNDE ULTRA LÜKS 3+1 DAİRE","115","3+1","3.500.000 TL","Merkez"
"MAREŞAL FEVZİ ÇAKMAK MAH 3+1 SATILIK DAİRE","135","3+1","3.810.000 TL","MerkezHarbiş"
"Aladağ'dan İstiklal Mahallesinde 3+1 satlık daire","125","3+1","2.450.000 TL","Merkez"
"GÜMÜŞ İNŞAAT'TAN ÇARŞIDA DUBLEXS 4+1 SIFIR DAİRE-GİYİNME ODALI","183","4+1","3.520.000 TL","Bolvadin"
"AFYON RAM GAYRİMENKUL 'DEN MARULCU MAH. 3+1 DOĞALGAZLI DAİRE","120","3+1","2.675.000 TL","Merkez"
"AFYON MERKEZ ÖRNEKEVLER MAHALLESİ'NDE ULTRA LÜKS SATILIK DAİRE","140","3+1","4.500.000 TL","Merkez"
"Gnc Emlaktan Çarşı merkezde Geniş satılık daire","145","3+1","3.500.000 TL","Sandıklı"
"Gnc Emlaktan Hastane arkası Satılık daire","135","3+1","3.250.000 TL","Sandıklı"
"ARAÇ TAKASINA AÇIK ,SAHİBİNDEN , ARA KAT 3+1 DOGAL GAZLI DAİRE","125","3+1","4.249.000 TL","Merkez"
"EFE EMLAKTAN SIFIR 3+1 HASTANE YANI","140","3+1","4.150.000 TL","Sandıklı"
"ÇATI'DAN UYDUKENT KAHRAMANLAR SUİT'TE YATIRIM FIRSATI","40","Stüdyo (1+0)","2.999.999 TL","Merkez"
"LAVİN'DEN ANA CADDE ÜZERİNDE HİLTON KARŞISINDA 1+1 SATILIK DAİRE","50","1+1","3.070.000 TL","Merkez"
"LAVİN'DEN DEVLET HASTANESİ YAKINI %50 PEŞİNATLI 2+1 LÜKS DAİRE","95","2+1","4.500.000 TL","Merkez"
"ENBOY EMLAK'TAN SATILIK 3+1 DAİRE","150","3+1","3.950.000 TL","Sandıklı"
"YÜKSEL' DEN ERKMEN DE SATILIK, KULLANILMAMIŞ 5+1 DAİRE","225","5+1","6.500.000 TL","Merkez"
"HARBİŞ-KOCATEPE MAH.'DE ARSA PAYI YÜKSEK-ARAKAT -MANTALOMALI 3+1","120","3+1","2.800.000 TL","Merkez"
"Dubleks daire 6+1","300","6+1","8.500.000 TL","MerkezHarbiş"
"SARITAŞ EMLAK'TAN SATILIK 2+1 DAİRE İNAZ DEPREM KONUTLARI","106","2+1","1.200.000 TL","MerkezÇarşı"
"Erenlerde 2+0 kiracılı daire","55","2+0","1.375.000 TL","MerkezKöyler"
"Örnekevlerde Arakat Mükemmel Konum SATILIK 3+1 Daire.","125","3+1","2.900.000 TL","Merkez"
"GÖKTUĞ EMLAKTAN SİTE İÇİNDE ULTRALÜKS SATILIK 2+1 EŞYALI DAİRE!","80","2+1","4.200.000 TL","Merkez"
"EROL EMLAKTAN ERKMENDE SATILIK 3+1 O DAİRE","150","3+1","3.300.000 TL","Merkez"
"Ordu Bulvarı yakını Satılık 3+1 Geniş Daire yada Ofis","140","3+1","2.950.000 TL","Merkez"
"GLOBAL'DEN KARAMAN MH. 3+1 | 130 m² |4.KAT BAKIMLI SATILIK DAİRE","145","3+1","4.950.000 TL","Merkez"
"DURAK EMLAKTAN SATILIK KANLICA ARAKAT 3+1 SALON 147m2 DAİRE","147","3+1","4.250.000 TL","Merkez"
"A CLASS'TAN MAREŞAL FÇ. MAH. SATILIK ARAKAT 2+1 80M2 DAİRE","90","2+1","2.750.000 TL","MerkezHarbiş"
"sağlık merkezi yanında vet fak karşısı","60","2+0","1.480.000 TL","MerkezKöyler"
